1,0,0
0,1,0
0,0,1
0.34174678018612875,0.33523793527184587,0.32301528454202544
0.0022957100756501652,0.3587755721012093,0.6389287178231405
0.32630498401950286,0.6647050557699763,0.008989960210520773
0.6465145752278926,0.010942203126198957,0.3425432216459085
0.29639198668457445,0.030542622939891465,0.6730653903755341
0.6938257605106474,0.30075007624606304,0.0054241632432896056
0.04117087291754691,0.6360547547125611,0.322774372369892
0.46429780855957875,0.4367426035530778,0.09895958788734344
0.4332968774798524,0.10773679214294934,0.45896633037719825
0.21847821895816308,0.238522310453431,0.5429994705884059
0.7741008229668442,0.09149097103820392,0.13440820599495187
0.5509555680352891,0.22147865562792154,0.2275657763367892
0.11789088777216451,0.7913960039815274,0.0907131082463081
0.05864140973189286,0.16461989145714173,0.7767386988109654
0.23842532706795597,0.5400613343851826,0.22151333854686156
0.11874424986467512,0.43554664643877644,0.4457091036965484
0.13943893176808714,0.02965950916692209,0.8309015590649909
